CardId,ModeId,Name,OriginalType,DeclaredType,ClanRequirement,PathRequirement,SourceDiscipline,PoolCost,BloodCost,ConvictionCost,BurnOption,DisciplineRequirement,Level,CardText,Transformed,Auto
100079,100079:ACTION,"Aranthebes, The Immortal",Action,Action,,,,1,,,,,none,"+1 stealth action. Unique.
Put this card in play. You can lock Aranthebes to give a minion controlled by your predator -1 stealth. While Aranthebes is unlocked, vampires with capacity 4 or less get -1 bleed against you. Vampires with capacity 5 or more can shuffle Aranthebes into your library as a (D) action.",no,yes
100080,100080:ALLY,Arcane Appraiser,Ally,Ally,Toreador,,,,,,,,none,"Unique ghoul with 1 life. 0 strength, 1 bleed.
Arcane Appraiser can move an equipment from a vampire in torpor to a ready minion you control as a +1 stealth (D) action. If a second copy of a unique equipment you control would enter play, instead it is burned.",no,yes
100081,100081:MASTER,Arcane Library,Master,Master,Tremere,,,2,,,,,none,"Unique location.
You can lock this card during your influence phase to add 1 blood to a Tremere in your uncontrolled region.",no,yes
100082,100082:MASTER,"Arcanum Chapterhouse, Alexandria",Master,Master,,,,,,,,,none,"Master: unique location.
Each of your predator and prey burns 1 pool during his or her unlock phase for each Hunting Ground he or she controls. Any minion may burn this card as a (D) action.",no,yes
100083,100083:ALLY,Arcanum Investigator,Ally,Ally,,,,2,,,,,none,"Mortal with 2 life. 1 strength, 0 bleed.
As a (D) action, Arcanum Investigator can burn an equipment card possessed by a minion controlled by your predator or prey.",no,yes
100084,100084:POLITICAL,Archon,Political Action,Political Action,,,,,,,,,none,"Requires a prince or justicar.
Choose a Camarilla vampire. Successful referendum means this card is put on the chosen vampire. The attached vampire can enter combat with a vampire as a +1 stealth (D) action. Vampires attempting to block the attached vampire burn 1 blood. Blood hunts cannot be called on the attached vampire. Camarilla vampires can call a referendum to burn this card as a +1 stealth political action.",no,yes
100085,100085:MASTER,Archon Investigation,Master,Master,,,,3,,,,,none,"Out-of-turn. Only usable if a minion is bleeding you and the bleed amount is 4 or more, after blocks are declined.
Burn the acting minion. (The action is not successful.)",no,yes
100086,100086:EQUIPMENT,Argent Baton,Equipment,Equipment,,,,,,,,,none,"Unique melee weapon.
Strike: strength+1 damage. If the opposing minion is a werewolf, the bearer can make a ranged strike to burn 4 life from that werewolf.",no,yes
100087,100087:COMBAT:pre,Armor of Caine's Fury,Combat,Combat,,,Valeren/Presence,,1,,,pre,inferior,Prevent 1 damage.,no,yes
100087,100087:COMBAT:val,Armor of Caine's Fury,Combat,Combat,,,Valeren/Presence,,1,,,val,inferior,Only usable before range is determined. This vampire may prevent 1 damage from the opposing minion's strikes each round. Frenzy cards cannot be played on this vampire; cancel the effects of any Frenzy cards that have already been played on this vampire this combat.,no,yes
100087,100087:COMBAT:VAL,Armor of Caine's Fury,Combat,Combat,,,Valeren/Presence,,1,,,VAL,superior,Only usable before range is determined. This vampire may prevent 2 damage from the opposing minion's strikes each round. Frenzy cards cannot be played on this vampire; cancel the effects of any Frenzy cards that have already been played on this vampire this combat,yes,yes
100088,100088:ACTION:tha,Armor of Terra,Action,Action,,,Visceratika/Thaumaturgy,,1,,,tha,inferior,"+1 stealth action.
Put this card on a slave Gargoyle you control. The Gargoyle with this card treats aggravated damage as normal damage. Burn this card if this Gargoyle goes to torpor. A Gargoyle can have only one Armor of Terra.",no,yes
100088,100088:ACTION:vis,Armor of Terra,Action,Action,,,Visceratika/Thaumaturgy,,1,,,vis,inferior,"+1 stealth action.
Put this card on a slave Gargoyle you control. The Gargoyle with this card treats aggravated damage as normal damage. Burn this card if this Gargoyle goes to torpor. A Gargoyle can have only one Armor of Terra, but put this card on this acting Gargoyle.",no,yes
100088,100088:ACTION:VIS,Armor of Terra,Action,Action,,,Visceratika/Thaumaturgy,,1,,,VIS,superior,"+1 stealth action.
Put this card on a slave Gargoyle you control. The Gargoyle with this card treats aggravated damage as normal damage. Burn this card if this Gargoyle goes to torpor. A Gargoyle can have only one Armor of Terra, but put this card on this acting Gargoyle, and the Gargoyle with this card may prevent 1 damage each combat.",no,yes
100089,100089:COMBAT:for,Armor of Vitality,Combat,Combat,,,Fortitude,,1,,,for,inferior,Prevent 3 damage.,no,yes
100089,100089:COMBAT:FOR,Armor of Vitality,Combat,Combat,,,Fortitude,,1,,,FOR,superior,"Prevent 3 damage, and if any of the damage was from the opposing minion's melee weapon, that weapon is destroyed.",no,yes
100090,100090:ALLY,Arms Dealer,Ally,Ally,Brujah,,,,,,,,none,"Mortal with 1 life. 1 strength, 0 bleed.
Arms Dealer may take a +1 stealth action to allow you to search your library for a weapon and move it to your hand. Shuffle and discard afterward.",no,yes
102275,102275:COMBAT:obl,Arms of Ahriman,Combat,Combat,,,Oblivion,,,,,obl,inferior,Additional strike (limited).,no,yes
102275,102275:COMBAT:OBL,Arms of Ahriman,Combat,Combat,,,Oblivion,,,,,OBL,superior,"Strike: dodge, with 1 additional strike (limited).",no,yes
100091,100091:COMBAT:obt,Arms of the Abyss,Combat,Combat,,,Obtenebration,,,,,obt,inferior,Strike: dodge.,no,yes
100091,100091:COMBAT:OBT,Arms of the Abyss,Combat,Combat,,,Obtenebration,,,,,OBT,superior,"Strike: dodge, with 1 additional strike (limited).",no,yes
100092,100092:REACTION:chi,Army of Apparitions,Reaction,Reaction,,,Chimerstry,,,,,chi,inferior,"Usable by a locked vampire.
Only usable during the polling step of a political action. This vampire gets +3 votes.",no,yes
100092,100092:REACTION:CHI,Army of Apparitions,Reaction,Reaction,,,Chimerstry,,,,,CHI,superior,"Usable by a locked vampire.
Only usable if an ally or younger vampire is performing an action directed at a minion you control. Burn 2 blood to have the action fail.",no,yes
100093,100093:ACTION:ani,Army of Rats,Action,Action,,,Animalism,,,,,ani,inferior,"+1 stealth action.
Put this card in play. During your unlock phase, your prey burns 1 pool. You can burn only 1 pool each turn with Army of Rats cards. Minions can burn this card as a (D) action.",no,yes
100094,100094:ACTION,Arson,Action,Action,,,,,,,,,none,"Do not replace until after the action.
(D) Burn a location.",no,yes
100095,100095:MASTER,Art Museum,Master,Master,Toreador,,,2,,,,,none,"Unique location.
You can lock this location during your influence phase to add 1 blood to a Toreador in your uncontrolled region.",no,yes
100096,100096:MASTER,"Art of Love, The",Master,Master,Toreador antitribu,,,,,,,,none,"Master.
Take control of an ally controlled by another Methuselah until the end of your turn.",no,yes
100097,100097:MODIFIER,"Art of Memory, The",Action Modifier,Action Modifier,,,,,,,,,none,"Requires a Black Hand vampire. Only usable when the action is announced.
Remove this card from the game when it is played. If the action is successful, move one card played by this vampire during this action from your ash heap to your hand. Discard down to your hand size.",no,yes
100098,100098:MASTER,"Art of Pain, The",Master,Master,Toreador antitribu,,,2,,,,,none,"Unique master.
Put this card on a ready Toreador antitribu. This vampire gets +2 strength.",no,yes
100099,100099:ACTION,Art Scam,Action,Action,Toreador antitribu,,,,,,,,none,"+1 stealth action.
Gain 2 pool.",no,yes
100100,100100:ACTION:aus,Art's Traumatic Essence,Action,Action,,,Melpominee/Auspex,,,,,aus,inferior,"+1 stealth action.
(D) Lock an unlocked minion.",no,yes
100100,100100:ACTION:mel,Art's Traumatic Essence,Action,Action,,,Melpominee/Auspex,,,,,mel,inferior,"+1 stealth action.
(D) (D) Lock an unlocked minion, and the target minion burns 1 blood or life.",no,yes
100100,100100:ACTION:MEL,Art's Traumatic Essence,Action,Action,,,Melpominee/Auspex,,,,,MEL,superior,"+1 stealth action.
(D) Put this card on a ready unlocked minion and lock them. The attached minion burns 1 blood or life each time they announce an action or attempt to block. During their master phase, they can lock and burn 1 pool to burn this card. A minion can have only one Art's Traumatic Essence.",no,yes
100101,100101:MASTER,Artistically Inept,Master,Master,Brujah,,,1,,,,,none,"Master.
Put this card on any ready Brujah. Toreador cannot attempt to block the actions of that vampire. This card may be burned by any Toreador as a (D) action.",no,yes
100102,100102:MODIFIER:FLIGHT,As the Crow,Action Modifier,Action Modifier,,,Flight,,,,,FLIGHT,superior,"Only usable after resolution of a successful action. A minion can play only one As the Crow each turn.
Unlock this minion.",no,yes
100103,100103:ALLY,Asanbonsam Ghoul,Ally,Ally,Tzimisce,,,,2,,,,none,"Ghoul with 3 life. 2 strength, 0 bleed.
Asanbonsam Ghoul gets +1 intercept during directed actions. If Asanbonsam Ghoul blocks a directed action, set the range for the first round of the resulting combat to close.",no,yes
100104,100104:MASTER,Ascendance,Master,Master,,,,,,,,,none,"Master.
Gain 1 pool.",no,yes
100105,100105:COMBAT:for,Ashes to Ashes,Combat,Combat,,,Thanatosis/Fortitude,,,,,for,inferior,Only usable by a vampire being burned; he or she is sent into torpor instead.,no,yes
100105,100105:COMBAT:thn,Ashes to Ashes,Combat,Combat,,,Thanatosis/Fortitude,,,,,thn,inferior,Prevent all damage. This vampire unlocks and goes to torpor (ending combat).,no,yes
100105,100105:COMBAT:THN,Ashes to Ashes,Combat,Combat,,,Thanatosis/Fortitude,,,,,THN,superior,"Prevent all damage. This vampire unlocks and goes to torpor (ending combat), and this vampire gains 2 blood from the blood bank.",no,yes
100106,100106:MASTER,Ashur Tablets,Master,Master,,,,,,,,,none,"Only one Ashur Tablets can be played each turn.
Put this card in play. If you control three copies of this card, remove all copies in play (even controlled by other Methuselahs) from the game to gain 3 pool and choose up to thirteen library cards from your ash heap; move one of the chosen cards to your hand and shuffle the others into your library.",no,yes
100107,100107:EQUIPMENT,Assault Rifle,Equipment,Equipment,,,,5,,,,,none,"Weapon: gun.
Strike: 4R damage, with 1 optional maneuver each combat.",no,yes
100108,100108:MASTER,Asylum Hunting Ground,Master,Master,Malkavian,,,2,,,,,none,"Unique location. Hunting ground.
During your unlock phase, a ready vampire you control can gain 1 blood. A vampire can gain blood from only one hunting ground each turn.",no,yes
100109,100109:ACTION,Atonement,Action,Action,,,,,2,,,,none,"+1 stealth action. Requires a vampire with capacity 5 or less.
Put this card on this vampire. This vampire gets +1 intercept and does not lock for blocking a vampire the same age or younger. Any vampire can burn this card as a (D) action; Followers of Set get -1 stealth during that action.",no,yes
100110,100110:ACTION,Augur,Action,Action,,,Vision,,,1,,,none,"+1 stealth action.
Look at the hands of your predator and prey and at the top three cards of your library. This acting imbued unlocks at the end of the action.",no,yes
102310,102310:ACTION,Augury of Doom,Action,Action,,Caine,,,,,,,none,"+1 stealth action.
Put this card in play. During your prey's unlock phase, for each vampire in torpor they control, they burn 1 pool. If your prey controls no vampires in torpor or after they are ousted, burn this card. A Methuselah can have only one Augury of Doom.",no,yes
100111,100111:REACTION:aus,Aura Absorption,Action Modifier/Reaction,Reaction,,,Mytherceria/Auspex,,,,,aus,inferior,This vampire burns 1 blood to get +1 intercept.,no,yes
100111,100111:REACTION:myt,Aura Absorption,Action Modifier/Reaction,Reaction,,,Mytherceria/Auspex,,,,,myt,inferior,+1 intercept.,no,yes
100111,100111:MODIFIER:MYT,Aura Absorption,Action Modifier/Reaction,Action Modifier,,,Mytherceria/Auspex,,,,,MYT,superior,+1 stealth.,no,yes
100112,100112:MODIFIER,Aura of Invincibility,Action Modifier,Action Modifier,,,,,1,,,,none,"Only usable during a referendum, before any votes and ballots are cast.
If this referendum passes, put this card on the acting vampire and put a counter on this card. This vampire gets an additional vote for each counter on this card in referendums he or she calls. Add a counter to this card when a referendum called by this vampire passes. If a referendum called by this vampire fails, burn this card and send this vampire to torpor. A vampire can have only one Aura of Invincibility.",no,yes
100113,100113:COMBAT:aus,Aura Reading,Combat,Combat,,,Auspex,,,,,aus,inferior,"Only usable before range is chosen.
The opposing minion's controller plays with an open hand for the remainder of combat.",no,yes
100113,100113:COMBAT:AUS,Aura Reading,Combat,Combat,,,Auspex,,,,,AUS,superior,"Only usable before range is chosen.
You get +2 hand size for the remainder of this combat. A vampire can play only one Aura Reading at superior each combat.",no,yes
100114,100114:MASTER,Auspex,Master,Master,,,,,,,,,none,"Master: Discipline.
Put this card on a vampire. This vampire gains 1 level of Auspex [aus]. Capacity increases by 1: the vampire is one generation older. Cannot be placed on a vampire with superior Auspex [AUS].",no,yes
100115,100115:POLITICAL,Autarkis Persecution,Political Action,Political Action,,,,,,,,,none,Successful referendum means each Methuselah gains 1 pool for each minion he or she controls.,no,yes
